id_glosu	id_ucznia	id_kandydata
3617	2224	8
3618	2763	58
3619	3125	23
3620	1957	68
3621	3519	75
3622	2772	75
3623	3471	4
3624	2686	51
3625	3357	47
3626	2505	36
3627	2233	47
3628	2631	35
3629	3263	49
3630	2585	67
3631	2505	70
3632	1882	41
3633	2100	40
3634	2600	48
3635	2516	29
3636	2228	16
3637	3570	31
3638	2048	66
3639	2636	49
3640	3387	10
3641	2870	64
3642	2178	5
3643	2186	11
3644	2369	57
3645	3333	52
3646	3455	21
3647	3500	62
3648	3691	36
3649	2737	69
3650	3481	12
3651	1771	18
3652	2640	56
3653	2051	46
3654	2393	72
3655	2046	58
3656	2562	64
3657	3149	62
3658	2568	51
3659	2528	42
3660	2724	68
3661	3338	2
3662	3582	7
3663	3487	32
3664	3447	35
3665	2092	74
3666	3221	78
3667	1980	8
3668	2713	15
3669	2854	36
3670	2520	25
3671	2465	3
3672	3615	32
3673	3285	4
3674	1898	8
3675	2955	2
3676	2078	74
3677	2728	8
3678	2657	38
3679	1918	15
3680	1842	4
3681	2332	71
3682	2798	46
3683	3039	28
3684	1768	1
3685	2311	62
3686	2666	48
3687	2845	9
3688	2538	62
3689	3495	56
3690	1969	43
3691	1927	21
3692	2367	9
3693	2237	65
3694	3184	13
3695	1822	51
3696	2145	68
3697	2752	27
3698	1868	37
3699	2139	42
3700	3644	58
3701	1835	71
3702	2437	75
3703	3400	21
3704	3517	63
3705	2513	50
3706	2708	66
3707	3489	67
3708	1772	32
3709	3059	8
3710	2230	61
3711	2954	15
3712	3497	63
3713	2129	5
3714	3342	17
3715	2966	5
3716	2479	21
3717	2736	52
3718	2548	6
3719	3324	67
3720	2605	33
3721	2409	12
3722	1838	66
3723	3369	42
3724	1955	22
3725	3352	24
3726	2430	77
3727	3072	9
3728	3130	45
3729	2579	6
3730	3054	26
3731	2665	55
3732	3153	44
3733	3342	46
3734	2723	51
3735	2037	10
3736	1762	77
3737	3359	8
3738	2456	3
3739	3216	62
3740	2587	53
3741	2396	78
3742	3020	33
3743	3185	31
3744	2928	6
3745	3479	28
3746	2027	45
3747	1864	7
3748	2564	12
3749	2867	64
3750	2509	8
3751	2513	39
3752	2319	49
3753	3073	24
3754	3049	72
3755	1982	26
3756	3154	69
3757	3684	72
3758	2888	70
3759	2486	52
3760	2284	63
3761	2964	67
3762	1879	57
3763	2912	13
3764	1950	19
3765	3580	13
3766	3129	68
3767	1948	41
3768	3080	76
3769	2648	2
3770	1896	72
3771	2141	12
3772	2486	56
3773	3568	21
3774	1847	56
3775	3291	5
3776	3534	78
3777	2924	75
3778	3455	3
3779	2525	11
3780	3557	41
3781	2631	67
3782	3273	59
3783	2326	67
3784	3587	52
3785	2809	70
3786	2827	16
3787	2452	74
3788	3645	19
3789	2356	44
3790	3455	78
3791	3221	34
3792	2066	48
3793	3166	33
3794	2892	41
3795	1970	5
3796	2206	46
3797	3224	37
3798	3171	16
3799	3295	9
3800	2957	69
3801	2474	73
3802	3533	63
3803	2301	64
3804	3147	15
3805	2271	73
3806	2294	22
3807	2369	11
3808	3197	17
3809	3101	50
3810	3696	5
3811	2354	11
3812	3691	34
3813	1850	16
3814	1818	37
3815	2658	54
3816	2753	19
3817	3028	10
3818	2472	72
3819	3005	59
3820	3594	56
3821	1855	69
3822	1999	41
3823	2423	67
3824	3376	76
3825	3505	31
3826	2091	38
3827	2275	9
3828	2144	72
3829	2449	22
3830	2405	68
3831	1804	59
3832	3667	58
3833	3492	10
3834	3583	30
3835	3395	44
3836	2315	66
3837	1919	41
3838	2108	22
3839	3088	48
3840	3615	45
3841	2493	31
3842	3513	9
3843	2554	71
3844	2898	8
3845	1942	32
3846	3526	73
3847	2945	28
3848	2977	66
3849	2897	11
3850	3548	25
3851	3233	6
3852	1800	31
3853	2282	28
3854	3400	30
3855	2775	74
3856	2484	42
3857	2764	71
3858	2241	61
3859	3397	32
3860	1816	72
3861	2953	17
3862	3635	14
3863	3378	24
3864	2476	26
3865	2887	74
3866	3145	56
3867	2529	28
3868	3618	64
3869	3490	5
3870	2912	14
3871	2763	39
3872	2660	70
3873	2975	71
3874	3473	76
3875	2641	62
3876	2306	47
3877	2205	34
3878	3562	8
3879	1833	54
3880	2306	67
3881	2047	66
3882	3204	71
3883	2762	51
3884	2147	1
3885	3649	60
3886	2935	9
3887	1938	57
3888	2260	7
3889	1834	37
3890	2188	34
3891	2222	24
3892	3600	56
3893	2410	50
3894	3561	56
3895	2852	16
3896	3504	60
3897	3155	40
3898	2873	22
3899	3583	6
3900	3020	66
3901	3241	12
3902	1857	26
3903	1911	30
3904	2394	29
3905	2744	15
3906	2097	63
3907	1837	72
3908	2706	8
3909	2902	22
3910	2395	8
3911	1957	1
3912	2059	51
3913	3190	41
3914	3307	56
3915	2483	44
3916	3622	37
3917	3673	29
3918	2333	51
3919	3249	21
3920	2212	60
3921	3179	8
3922	3204	6
3923	2003	36
3924	2767	35
3925	3357	5
3926	2387	21
3927	2721	43
3928	2176	30
3929	3490	32
3930	3293	78
3931	3366	45
3932	2626	30
3933	2950	4
3934	3476	54
3935	2481	13
3936	2173	35
3937	3699	5
3938	2459	47
3939	2389	27
3940	2739	35
3941	2408	21
3942	3664	33
3943	3219	26
3944	3088	8
3945	2279	39
3946	2569	63
3947	3550	61
3948	2929	41
3949	2837	42
3950	2125	59
3951	2599	7
3952	3243	57
3953	2056	34
3954	3163	25
3955	2412	50
3956	3400	15
3957	3687	35
3958	2260	57
3959	2453	9
3960	2512	49
3961	3321	45
3962	2198	18
3963	2335	48
3964	2464	59
3965	3292	78
3966	3604	60
3967	2222	42
3968	2176	66
3969	2201	6
3970	3079	8
3971	3557	37
3972	2361	12
3973	3518	74
3974	3637	46
3975	3516	40
3976	2853	5
3977	2547	24
3978	2080	69
3979	2006	22
3980	3399	8
3981	2404	57
3982	2332	60
3983	2217	68
3984	2562	49
3985	2483	31
3986	3054	23
3987	2646	49
3988	3125	70
3989	3614	65
3990	2310	42
3991	3589	37
3992	2987	47
3993	3640	72
3994	2773	29
3995	2833	52
3996	2842	15
3997	2660	6
3998	1822	15
3999	3158	23
4000	3243	53
4001	3447	58
4002	2193	51
4003	2660	10
4004	2467	15
4005	2832	76
4006	3486	49
4007	3355	2
4008	2717	64
4009	3543	36
4010	2580	70
4011	3496	75
4012	3470	52
4013	2576	62
4014	1875	41
4015	2569	16
4016	1991	15
4017	2753	20
4018	2351	25
4019	2809	15
4020	3195	20
4021	3116	58
4022	2426	9
4023	2754	40
4024	2373	28
4025	2947	43
4026	2003	55
4027	3284	66
4028	3480	63
4029	2612	7
4030	1764	4
4031	1943	12
4032	3481	46
4033	3691	52
4034	3694	26
4035	2756	3
4036	1767	50
4037	2692	22
4038	2920	13
4039	2138	58
4040	2387	73
4041	3102	72
4042	3659	35
4043	2935	49
4044	2758	68
4045	1932	59
4046	2144	36
4047	3647	61
4048	3521	22
4049	2890	57
4050	3582	35
4051	2401	75
4052	2532	69
4053	3673	75
4054	3431	69
4055	2184	71
4056	2959	52
4057	3308	65
4058	2611	7
4059	2832	31
4060	2020	12
4061	1913	54
4062	2535	3
4063	3692	25
4064	2346	75
4065	2239	72
4066	1815	2
4067	3489	23
4068	3098	58
4069	1924	15
4070	2161	43
4071	3335	21
4072	3160	61
4073	3233	26
4074	2069	18
4075	2299	32
4076	3681	51
4077	2245	37
4078	3020	3
4079	2996	65
4080	2982	19
4081	2454	5
4082	2223	38
4083	2592	36
4084	1926	43
4085	1977	1
4086	2183	48
4087	3676	11
4088	2523	27
4089	3597	12
4090	2633	51
4091	2814	14
4092	2349	19
4093	2444	37
4094	3206	29
4095	2457	5
4096	2585	15
4097	2781	66
4098	3561	9
4099	3422	67
4100	2084	61
